Author,Rating,Review,Restaurant,Location
Darren Koh,"Rated 5.0 out of 5,",It's very good.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Mohana Lingam,"Rated 5.0 out of 5,",Chicken parmagiana damn nice,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
哥鬍鬚,"Rated 4.0 out of 5,",Good food serve...,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Coral Loh,"Rated 4.0 out of 5,",Quite expensive + 16% tax,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Irwan Abdullah,"Rated 4.0 out of 5,",Nicr food,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Chow yokelin,"Rated 3.0 out of 5,",Nice place for chatting and relax,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
conina Ng,"Rated 5.0 out of 5,","Great,lovely food",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
jiongwen chan,"Rated 3.0 out of 5,",Not bad,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Sei Fan Khew,"Rated 5.0 out of 5,",Good environment and comfort,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
CT Wong,"Rated 3.0 out of 5,",Nice place for chilling,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Farah Insyirah,"Rated 5.0 out of 5,",The foods are delicious !,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Haseeb Farnisa,"Rated 5.0 out of 5,",Love the food there,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Jothy Paul,"Rated 5.0 out of 5,",Delicious lamb chop🤩,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
VINTHYA,"Rated 5.0 out of 5,",Nice food,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
jk goh,"Rated 3.0 out of 5,",Price quite high,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Szils Harris,"Rated 2.0 out of 5,",Not suitable for muslim,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Su Tinker,"Rated 5.0 out of 5,",Nice cozy place...,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Teressa Teh,"Rated 3.0 out of 5,",Waiting hour quite long..,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
perak Flyer,"Rated 5.0 out of 5,",Yam char,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
mar diatie,"Rated 4.0 out of 5,",Nice place to hang out,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Rawindar Ranu,"Rated 4.0 out of 5,",Good coffee.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
June Loke,"Rated 1.0 out of 5,",Bad service preformed.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Shirley Chai,"Rated 4.0 out of 5,",Delicious foods 😋,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Nurainn Sharif,"Rated 2.0 out of 5,",Too priceyyyy,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Joel Liew,"Rated 4.0 out of 5,",Overall is good.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Ariffin Hakim,"Rated 5.0 out of 5,",Love the food,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
刘炳安,"Rated 4.0 out of 5,",Ok,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Sandy Chan,"Rated 5.0 out of 5,",Good,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
CHEAH CHOONG YEN,"Rated 4.0 out of 5,","very good place,",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
daniel iskandar,"Rated 5.0 out of 5,",The best restoration,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
LFCY,"Rated 4.0 out of 5,",Delicious,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Parthiban Ganesan,"Rated 5.0 out of 5,",Nice,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Candy Ngui,"Rated 5.0 out of 5,",Vegetarian friendly,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
tan hui min,"Rated 4.0 out of 5,",Nice ambient,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
RAVIN KANDASAMY,"Rated 5.0 out of 5,",worth the money,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
NEOH WY,"Rated 3.0 out of 5,",Good,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Callister Au,"Rated 5.0 out of 5,",Nice,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Nic高老,"Rated 5.0 out of 5,",good,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Izzat Kheir (ibnukheir),"Rated 4.0 out of 5,",Best,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Dhinesh Kumar Chandra Segaran,"Rated 3.0 out of 5,",Good dishes,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
tyler feng,"Rated 5.0 out of 5,",Nice,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Xaven F,"Rated 4.0 out of 5,",Nice,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Szils Harris,"Rated 1.0 out of 5,",Bad,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Siew Wai Min,"Rated 5.0 out of 5,",Delicious food,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Violebie Prado,"Rated 1.0 out of 5,",Nothing special,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Davis Chong,"Rated 3.0 out of 5,",Average,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Nicholas Choong,"Rated 4.0 out of 5,",Calm and beautiful,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Chandrakumaar Subramaniam,"Rated 4.0 out of 5,",Good place,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
kelantansucks,"Rated 2.0 out of 5,",Comfy place,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Cheong Poh Yuen,"Rated 5.0 out of 5,",Good place,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Perry Si,"Rated 5.0 out of 5,",Nice place,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Kew Lovelysin,"Rated 4.0 out of 5,",Nice place,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
joe shahrul,"Rated 3.0 out of 5,",Oberpriced.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
KUMARRESHAN N,"Rated 4.0 out of 5,",Nick food 🍲,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Nadia Jalaludin,"Rated 4.0 out of 5,",(Translated by Google) Hor fan sedap 👍🏼I want to order waffles but waffles don't. …More(Translated by Google) Hor fan sedap 👍🏼I want to order waffles but waffles don't.(Original)Hor fan sedap 👍🏼Nak order waffle tapi waffle takde.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
hidayah suhaimi,"Rated 5.0 out of 5,","(Translated by Google) Delicious food, filling, lots of portions.Good service for all staff.The price of one plate is about RM20 ++ …More(Translated by Google) Delicious food, filling, lots of portions.Good service for all staff.The price of one plate is about RM20 ++Tasty water is not sweetFresh salad2.The place and atmosphere are not noisy when the day time is normal, not necessarily the weekend and night time.Clean and orderly.For clean toilets as well.Worth it.(Original)Makanan sedap, kenyang, portion banyak.Service bagus utk semua staff.Harga satu pinggan lebih kurang RM20++Air sedap tidak manisSalad segar2.Tempat dan suasana tidak bising bila waktu siang hari biasa, tidak pasti hujung minggu dan waktu malam.Bersih dan teratur.Bagi tandas bersih juga.Berbaloi.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Amir Aliff,"Rated 2.0 out of 5,","(Translated by Google) Environment cun, the price is overprice. The taste of the food is ok, it's just not worth the price …More(Translated by Google) Environment cun, the price is overprice. The taste of the food is ok, it's just not worth the price(Original)Environment cun,harga overprice.rasa makanan ok je cuma tk berbaloi dgn harga",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Fauzi Mohd,"Rated 1.0 out of 5,","(Translated by Google) Honestly speaking .. the food tastes normal, but the price is expensive. Hope to improve in terms of taste to match the price. …More(Translated by Google) Honestly speaking .. the food tastes normal, but the price is expensive. Hope to improve in terms of taste to match the price.(Original)Jujur cakap.. makanan rasa biasa je,tapi harga mahal. Harap dapat improve dari segi rasa supaya kena dengan harga.",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Lina Nasir,"Rated 5.0 out of 5,",(Translated by Google) Comfortable dining room. Good food. Price is quite expensive. …More(Translated by Google) Comfortable dining room. Good food. Price is quite expensive.(Original)Ruang makan selesa.makanan sedap.harga agak Mahal.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
ijoi thegreat 4436,"Rated 5.0 out of 5,","(Translated by Google) delivery roti jala padu ipoh here, 😁😁😁😁☺️☺️☺️☺️☺️☺️(Original) …More(Translated by Google) delivery roti jala padu ipoh here, 😁😁😁😁☺️☺️☺️☺️☺️☺️(Original)delivery roti jala padu ipoh here, 😁😁😁😁☺️☺️☺️☺️☺️☺️",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
荣诚吴,"Rated 1.0 out of 5,","(Translated by Google) The service attitude is not good, the food is not good, the price is a bit expensive, a Sin Chew rice noodle is more than 10 yuan …More(Translated by Google) The service attitude is not good, the food is not good, the price is a bit expensive, a Sin Chew rice noodle is more than 10 yuan(Original)服务态度不好 食物不好吃 价格有点贵 一个星洲米粉 要超过10块",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
cik Izz aziz,"Rated 5.0 out of 5,",(Translated by Google) A comfortable place for a dinner date or family dinner that needs a peaceful atmosphere ... beautiful surroundings decorated with bamboo trees and lights ... …More(Translated by Google) A comfortable place for a dinner date or family dinner that needs a peaceful atmosphere ... beautiful surroundings decorated with bamboo trees and lights ...(Original)Tempat yang selesa untuk dinner date atau family dinner yang memerlukan suasana yang aman...persekitaran yang cantik di hiasi pokok buluh dan lampu2...,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Lau Lon,"Rated 1.0 out of 5,","(Translated by Google) No place. . Wait until there is, but no one writes the bill, and twice to write the bill, the waiter said the water will wait an hour !!!! 8 people do not do business, it does not matter, we immediately go to the …More(Translated by Google) No place. . Wait until there is, but no one writes the bill, and twice to write the bill, the waiter said the water will wait an hour !!!! 8 people do not do business, it does not matter, we immediately go to the king. .(Original)没位。。等到有了,却没有人写单,叫了两次才写了单,服务员说水要等一小时!!!! 8 个人的生意不要做,没关系,我们立刻去扒王。。",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Wong Emeli,"Rated 5.0 out of 5,","(Translated by Google) The food is really delicious, the environment is quite fresh and comfortable, will come again😇 ⋯⋯More(Translated by Google) The food is really delicious, the environment is quite fresh and comfortable, will come again😇(Original)食物真的很好吃，環境相當清新，很舒服，會再來😇",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Teoh Chee thye,"Rated 5.0 out of 5,",(Translated by Google) The staff is nice and polite(Original)员工很好也很有礼貌,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
weng6561 sebastian,"Rated 4.0 out of 5,","(Translated by Google) The food and drinks taste good, the ingredients are good, and the prices are fair. …More(Translated by Google) The food and drinks taste good, the ingredients are good, and the prices are fair.(Original)食物和么飲料的味道，用料都很好，价钱又公道。",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Sn Hen,"Rated 2.0 out of 5,",(Translated by Google) The fried chicken cock is still very good at the table! Waiting for a long time no one came to get the menu! Spicy chicken stuff! …More(Translated by Google) The fried chicken cock is still very good at the table! Waiting for a long time no one came to get the menu! Spicy chicken stuff!(Original)炸焦了的鸡扒还好意思端上桌!等了半天没人来拿菜单!辣鸡玩意儿!,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Jojo Choong,"Rated 1.0 out of 5,","(Translated by Google) The previous service was very good, the waiter’s attitude is too bad, and the face is dark. …More(Translated by Google) The previous service was very good, the waiter’s attitude is too bad, and the face is dark.(Original)以前的服务很好，现在的服务生的态度太差了，又脸黑黑",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Chloe Chenkj,"Rated 4.0 out of 5,","(Translated by Google) The food is delicious, the environment design is elegant, comfortable and spacious …More(Translated by Google) The food is delicious, the environment design is elegant, comfortable and spacious(Original)食物好吃，环境设计典雅舒适也宽阔",Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
NOR FARINA BINTI MOHD ARIFF,"Rated 5.0 out of 5,",(Translated by Google) Best fried rice fried ..(Original) …More(Translated by Google) Best fried rice fried ..(Original)Nasi goreng petai sangat terbaik..,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
CycleDios Connect The World With Bicycle,"Rated 5.0 out of 5,",(Translated by Google) Food🍲 is fresh and the environment is comfortable.(Original)食物🍲新鲜，环境舒适。,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Beatrice Grace,"Rated 5.0 out of 5,",,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
abg zack,"Rated 5.0 out of 5,",(Translated by Google) The cooks don't know Muslims or not(Original) …More(Translated by Google) The cooks don't know Muslims or not(Original)tukang masak tak tau muslim ke tak,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Emily Chong,"Rated 4.0 out of 5,",,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
jalphard,"Rated 4.0 out of 5,",(Translated by Google) It's delicious and cheap.(Original)Sedap dan murah.,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
FIRDAUS ABD LATIB,"Rated 4.0 out of 5,",,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Sofea Rizal,"Rated 4.0 out of 5,",(Translated by Google) The food is delicious and affordable(Original)Makanan sedap and affordable,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Michelle Ooi,"Rated 4.0 out of 5,",,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
lim teikooi,"Rated 5.0 out of 5,",(Translated by Google) Good taste(Original)好味道 good taste,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
syamerra yap,"Rated 4.0 out of 5,",,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Fikri Jamaludin,"Rated 5.0 out of 5,",(Translated by Google) delicious(Original)sedap,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
Joanna Selvi Reneeraj,"Rated 3.0 out of 5,",(Translated by Google) Ok ok(Original)Ok ok,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
JP Tan,"Rated 4.0 out of 5,",(Translated by Google) The food is large and the environment is airy(Original)食物大分量，环境透风,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
fong munhoy,"Rated 4.0 out of 5,",,Padi House Greentown Ipoh,"23, Persiaran Greentown 8, Pusat Perdagangan Greentown, Ipoh, Perak"
